 timedelta, n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares,data_channel,weekday
618.0,10.0,1259.0,0.38338658,1.0,0.5797101,10.0,1.0,1.0,0.0,4.5067515,5.0,4.0,537.0,308.8,25300.0,690400.0,311660.0,2415.71,3818.5493,3324.0051,14600.0,14600.0,14600.0,0.83958876,0.040040717,0.04002127,0.040064353,0.040284894,0.5537113,0.16018769,0.05401112,0.01350278,0.8,0.2,0.3536701,0.033333335,1.0,-0.27291083,-0.5,-0.071428575,0.33333334,0.25,0.16666667,0.25,2700,2,1
675.0,8.0,1221.0,0.4037162,1.0,0.5927007,9.0,3.0,1.0,0.0,4.677314,10.0,217.0,642.0,400.8,3300.0,617900.0,142940.0,1561.8334,4224.204,2718.1426,560.0,15500.0,6253.3335,0.02084002,0.020004904,0.71777713,0.020000204,0.22137778,0.45894924,0.18669932,0.056511056,0.017199017,0.76666665,0.23333333,0.3913318,0.0625,1.0,-0.16269842,-0.6,-0.05,0.9,0.6,0.4,0.6,1600,4,0
672.0,13.0,210.0,0.69417477,1.0,0.8561151,4.0,1.0,1.0,0.0,5.0857143,10.0,217.0,5100.0,921.6667,0.0,617900.0,101603.4,0.0,5750.0,3058.0852,1200.0,1200.0,1200.0,0.020053122,0.413572,0.020635076,0.020125272,0.5256145,0.6747253,0.32234433,0.052380953,0.00952381,0.84615386,0.15384616,0.46049783,0.1,0.8,-0.15,-0.2,-0.1,0.6,0.23333333,0.1,0.23333333,1400,0,3
426.0,10.0,243.0,0.6902655,1.0,0.73410404,20.0,2.0,14.0,0.0,5.218107,6.0,4.0,547.0,248.75,0.0,843300.0,323900.0,0.0,10740.951,4671.648,6600.0,6600.0,6600.0,0.033337098,0.03350936,0.033335607,0.86648285,0.033335112,0.5260417,0.19583334,0.049382716,0.016460905,0.75,0.25,0.40416667,0.16666667,0.8,-0.25416666,-0.5,-0.06666667,0.0,0.0,0.5,0.0,2400,0,4
238.0,13.0,435.0,0.5081585,1.0,0.71666664,3.0,1.0,2.0,1.0,4.5563216,6.0,-1.0,246.0,83.0,38900.0,843300.0,398133.34,2453.4348,3589.0144,2969.9128,2300.0,2300.0,2300.0,0.20217027,0.034027167,0.0336647,0.033333596,0.6968043,0.50306165,0.1451049,0.018390805,0.004597701,0.8,0.2,0.37329546,0.1,1.0,-0.45,-0.5,-0.4,0.4,-0.1,0.1,0.1,2600,4,3
114.0,9.0,201.0,0.6169154,1.0,0.76033056,5.0,4.0,1.0,1.0,4.8955226,7.0,-1.0,213.0,59.857143,88500.0,843300.0,446114.28,2465.5303,4378.348,3360.2693,4300.0,9900.0,6333.3335,0.16284986,0.028580984,0.18260632,0.028621588,0.59734124,0.38522726,0.011818182,0.024875622,0.024875622,0.5,0.5,0.39727274,0.13636364,0.8,-0.35,-0.5,-0.1,0.375,0.0,0.125,0.0,1600,4,1
408.0,8.0,274.0,0.5670996,1.0,0.6424242,32.0,2.0,14.0,0.0,4.649635,10.0,-1.0,3300.0,721.4,6100.0,843300.0,129730.0,2730.0,11905.233,5879.1055,2000.0,2000.0,2000.0,0.020015894,0.52096826,0.020000154,0.41894197,0.020073717,0.55833334,0.2857143,0.03649635,0.00729927,0.8333333,0.16666667,0.47,0.16666667,1.0,-0.35,-0.5,-0.2,0.0,0.0,0.5,0.0,1500,0,1
222.0,14.0,282.0,0.5418182,1.0,0.6903226,9.0,4.0,1.0,0.0,4.7588654,8.0,-1.0,620.0,191.0,0.0,843300.0,299975.0,0.0,3815.2795,2428.4602,1100.0,2100.0,1375.0,0.02514804,0.025002426,0.5769214,0.025000528,0.3479276,0.40219155,0.05723485,0.028368793,0.017730497,0.61538464,0.3846154,0.28222403,0.13636364,0.5,-0.22261904,-0.5,-0.071428575,0.33333334,0.25,0.16666667,0.25,8000,5,5
108.0,12.0,1008.0,0.46653143,1.0,0.66104555,13.0,5.0,1.0,1.0,4.904762,10.0,-1.0,558.0,199.77777,0.0,843300.0,239480.0,0.0,3476.038,2053.772,1400.0,3800.0,2400.0,0.020000512,0.020000435,0.8195451,0.02003321,0.12042077,0.4521804,0.061934263,0.03670635,0.01686508,0.6851852,0.3148148,0.28109512,0.05,0.8,-0.36179972,-1.0,-0.05,0.425,0.175,0.075,0.175,860,5,0
719.0,9.0,234.0,0.6282051,1.0,0.75,2.0,1.0,0.0,0.0,5.025641,8.0,217.0,866.0,464.2857,0.0,51900.0,18631.875,0.0,4088.1785,1806.8887,2100.0,2100.0,2100.0,0.025024757,0.025490185,0.025192963,0.025540536,0.89875156,0.34895834,0.072916664,0.034188036,0.021367522,0.61538464,0.3846154,0.325,0.1,0.5,-0.17,-0.33333334,-0.05,0.4,-0.05,0.1,0.05,7800,4,5
582.0,8.0,354.0,0.5524079,1.0,0.7069767,10.0,0.0,1.0,0.0,4.6497173,10.0,4.0,4300.0,1162.8334,0.0,690400.0,141010.0,0.0,4300.0,1592.4891,0.0,0.0,0.0,0.22880955,0.021909734,0.7092288,0.02000553,0.020046385,0.50063306,0.08596099,0.042372882,0.016949153,0.71428573,0.2857143,0.27746752,0.1,0.6,-0.2162037,-0.5,-0.1,1.0,0.0,0.5,0.0,325,2,2
536.0,9.0,1120.0,0.48816028,1.0,0.70364743,23.0,4.0,9.0,0.0,4.7580357,9.0,4.0,947.0,221.11111,3500.0,843300.0,218322.22,1936.75,5271.863,3473.4385,12400.0,12400.0,12400.0,0.022222353,0.9087805,0.022222277,0.024552586,0.022222295,0.4912755,0.003676661,0.03214286,0.029464286,0.5217391,0.47826087,0.33045456,0.1,0.75,-0.30675206,-1.0,-0.05,0.5,0.25,0.0,0.25,863,0,6
573.0,9.0,1021.0,0.4236111,1.0,0.607445,5.0,3.0,33.0,0.0,4.446621,6.0,4.0,570.0,221.66667,7200.0,690400.0,184600.0,1978.145,3293.9016,2681.2905,3200.0,3200.0,3200.0,0.033394456,0.033334214,0.20188534,0.033333533,0.69805247,0.42112377,0.17788897,0.067580804,0.010773751,0.8625,0.1375,0.31981224,0.05,1.0,-0.20707071,-0.4,-0.1,0.0,0.0,0.5,0.0,1900,4,4
699.0,10.0,295.0,0.5793358,1.0,0.71856284,3.0,1.0,1.0,0.0,4.2440677,4.0,217.0,529.0,383.25,529.0,69100.0,25857.25,529.0,3025.5386,2008.3204,0.0,0.0,0.0,0.38891944,0.050006166,0.050466895,0.050001066,0.46060646,0.4062219,0.045635387,0.040677965,0.023728814,0.6315789,0.36842105,0.25886363,0.1,0.5,-0.21309523,-0.5,-0.1,0.0,0.0,0.5,0.0,2000,2,4
675.0,10.0,179.0,0.7,1.0,0.8842105,1.0,1.0,0.0,1.0,4.27933,8.0,217.0,3400.0,777.7143,0.0,617900.0,106625.0,0.0,4950.0,2684.2224,6500.0,6500.0,6500.0,0.51318216,0.02530394,0.14298952,0.025478221,0.29304618,0.58275616,0.14624819,0.033519555,0.016759777,0.6666667,0.33333334,0.37738097,0.1,0.6,-0.21851853,-0.4,-0.1,0.15,-0.05,0.35,0.05,1400,2,0
473.0,15.0,425.0,0.43026003,1.0,0.44067797,8.0,8.0,34.0,0.0,5.3764706,9.0,4.0,662.0,287.625,0.0,843300.0,130733.336,0.0,3272.387,1933.4629,719.0,6500.0,2343.8,0.022230105,0.62183255,0.022222586,0.31149212,0.022222618,0.51600987,-0.05275041,0.028235294,0.025882352,0.5217391,0.47826087,0.40555555,0.16666667,0.8,-0.5814935,-0.7,-0.071428575,0.34444445,0.20416667,0.15555556,0.20416667,4800,1,6
21.0,9.0,384.0,0.5767196,1.0,0.7590909,4.0,4.0,2.0,0.0,4.765625,6.0,-1.0,0.0,-1.0,0.0,843300.0,397600.0,0.0,3791.8757,2477.7168,1200.0,1700.0,1500.0,0.033336647,0.03334021,0.03335979,0.033335924,0.86662745,0.39061582,0.08998045,0.044270832,0.010416667,0.8095238,0.1904762,0.28778967,0.1,0.5,-0.32083333,-0.7,-0.16666667,0.0,0.0,0.5,0.0,881,4,3
484.0,11.0,293.0,0.65313655,1.0,0.8404908,5.0,2.0,0.0,11.0,4.334471,7.0,4.0,661.0,217.5,0.0,843300.0,495885.72,0.0,10032.0,5013.6753,4400.0,4400.0,4400.0,0.028574817,0.17484826,0.028573532,0.7394304,0.028572973,0.37931973,-0.028809523,0.020477816,0.013651877,0.6,0.4,0.21111111,0.1,0.5,-0.375,-0.5,-0.2,0.0,0.0,0.5,0.0,11100,0,2
721.0,10.0,491.0,0.60082304,1.0,0.78104573,16.0,0.0,1.0,0.0,4.7331977,7.0,217.0,350.0,319.8,0.0,51900.0,15285.714,0.0,2971.693,1493.7812,0.0,0.0,0.0,0.028574208,0.885282,0.028573021,0.02899807,0.028572721,0.5104323,0.10720551,0.034623217,0.022403259,0.60714287,0.39285713,0.45501018,0.1,0.7,-0.3159091,-0.8,-0.125,0.2,0.7,0.3,0.7,3500,1,3
240.0,11.0,186.0,0.66847825,1.0,0.84821427,2.0,1.0,1.0,0.0,4.9784946,7.0,-1.0,88.0,37.75,0.0,843300.0,224957.14,0.0,5068.7456,2275.0776,3200.0,3200.0,3200.0,0.028574746,0.88565725,0.028573547,0.02862149,0.028572952,0.45555556,0.16666667,0.021505376,0.005376344,0.8,0.2,0.55,0.2,1.0,-0.3,-0.3,-0.3,0.4,-0.2,0.1,0.2,2700,1,1
660.0,12.0,230.0,0.6622807,1.0,0.7972973,5.0,3.0,0.0,1.0,4.747826,8.0,217.0,872.0,451.375,2200.0,617900.0,121875.0,1424.0,4352.253,2711.9695,1500.0,1600.0,1550.0,0.77065045,0.025317602,0.15341029,0.025329823,0.025291871,0.41309524,0.052568924,0.026086956,0.026086956,0.5,0.5,0.40555555,0.1,0.75,-0.2390873,-0.3,-0.14285715,0.125,0.0,0.375,0.0,1400,2,1
31.0,14.0,220.0,0.6168224,1.0,0.74647886,9.0,1.0,1.0,0.0,4.8136363,6.0,-1.0,468.0,112.4,0.0,843300.0,245800.0,0.0,3634.8042,2547.676,404.0,404.0,404.0,0.033336416,0.10084623,0.033335127,0.7991474,0.03333479,0.43690476,0.19404761,0.027272727,0.0045454544,0.85714287,0.14285715,0.3392857,0.25,0.5,-0.16666667,-0.16666667,-0.16666667,0.0,0.0,0.5,0.0,897,1,0
126.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,-1.0,1100.0,240.22714,1100.0,843300.0,512742.84,1100.0,7108.6924,4194.25,0.0,0.0,0.0,0.028572114,0.028946685,0.028572107,0.88533735,0.028571729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.2,1.0,1100,1,3
296.0,10.0,215.0,0.69302326,1.0,0.86507934,10.0,6.0,1.0,2.0,5.0511627,8.0,-1.0,829.0,215.5,0.0,843300.0,178100.0,0.0,25582.25,5346.256,1600.0,2100.0,1850.0,0.025099259,0.025061138,0.025017394,0.535262,0.38956022,0.5336532,0.21583934,0.060465116,0.004651163,0.9285714,0.071428575,0.35577756,0.13636364,1.0,-0.4,-0.4,-0.4,1.0,0.6,0.5,0.6,1500,4,1
